Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,6,4/7/2017 3:10,11843513,23,32,2008,2745,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,401.3167377,4.643892399,219324.3148,605851.074,2456270,3,9343711,424714.1364,792318.8436,2064238,346,1.18E+07,382044.7742,764431.2319,2456270,3,0,0,0,0,744,1032,1.941991367,2.701901032,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,87.30434783,85.78125,0,0,0,0,0,0,23,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,6,5/7/2017 11:10,5007321,8,6,411,11632,411,0,51.375,145.3104435,5792,0,1938.666667,2544.918912,2405.078484,2.795906234,385178.5385,1387273.385,5002303,5,5018,716.8571429,859.0315145,2298,5,5007251,1001450.2,2237703.189,5004375,48,0,0,0,0,264,200,1.597660705,1.198245529,0,5792,802.8666667,1801.460315,3245259.267,0,0,0,1,0,0,0,0,0,860.2142857,51.375,1938.666667,0,0,0,0,0,0,8,411,6,11632,29200,235,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
80,6,15/2/2018 9:27,6006791,4,4,631,972,631,0,157.75,315.5,972,0,243,486,266.8646204,1.331825928,858113,1865420.803,5002973,4,1003818,334606,578082.5877,1002118,325,6006785,2002261.667,2646659.374,5003322,1698,0,0,0,0,136,136,0.665912964,0.665912964,0,972,178.1111111,363.5644525,132179.1111,0,0,0,1,0,0,0,0,1,200.375,157.75,243,0,0,0,0,0,0,4,631,4,972,26883,220,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
80,6,5/7/2017 10:43,14511,3,5,369,11595,369,0,123,213.0422493,5792,0,2319,3170.403917,824477.9822,551.3059059,2073,3758.992507,9931,6,4037,2018.5,2846.104794,4031,6,14494,3623.5,4644.779184,9931,63,0,0,0,0,104,168,206.7397147,344.5661912,0,5792,1329.333333,2532.949516,6415833.25,0,0,0,1,0,0,0,0,1,1495.5,123,2319,0,0,0,0,0,0,3,369,5,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
21,6,14/2/2018 10:33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
444,6,7/7/2017 1:56,155,1,1,2,6,2,2,2,0,6,6,6,0,51612.90323,12903.22581,155,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,6451.612903,6451.612903,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,6,5/7/2017 10:43,2791,3,5,306,11595,306,0,102,176.6691824,10147,0,2319,4420.67608,4264063.06,2866.356145,398.7142857,652.6570601,1813,5,1916,958,1234.60844,1831,85,2773,693.25,910.4626571,2012,5,0,0,0,0,104,168,1074.883554,1791.47259,0,10147,1322.333333,3343.180746,1.12E+07,0,0,0,1,0,0,0,0,1,1487.625,102,2319,0,0,0,0,0,0,3,306,5,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,6,5/7/2017 9:48,524781,4,2,231,0,231,0,57.75,115.5,0,0,0,0,440.1836195,11.43334077,104956.2,233253.6215,522211,21,524781,174927,300804.8655,522266,727,2549,2549,0,2549,2549,0,0,0,0,136,72,7.622227177,3.811113588,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
500,17,23/2/2018 10:08,89479571,6,0,3000,0,500,500,500,0,0,0,0,0,33.52720589,0.067054412,17895914.2,15345138.08,41990291,4000392,89479571,17895914.2,15345138.08,41990291,4000392,0,0,0,0,0,0,0,0,0,48,0,0.067054412,0,500,500,500,0,0,0,0,0,0,0,0,0,0,0,583.3333333,500,0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000392,0,4000392,4000392,21369794.75,15281100.85,41990291,7200250,Web Attack
80,17,21/2/2018 10:09,119636594,122132,0,3908224,0,32,32,32,0,0,0,0,0,32667.46293,1020.858217,979.5759799,19747.14322,657935,0,120000000,979.5759799,19747.14322,657935,0,0,0,0,0,0,0,0,0,0,977056,0,1020.858217,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00026201,32,0,0,0,0,0,0,0,122132,3908224,0,0,-1,-1,122131,8,0,0,0,0,0,0,0,0,DDoS
21,6,4/7/2017 10:20,4,2,0,14,0,14,0,7,9.899494937,0,0,0,0,3500000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
21,6,4/7/2017 10:20,18,2,0,14,0,14,0,7,9.899494937,0,0,0,0,777777.7778,111111.1111,18,0,18,18,18,18,0,18,18,0,0,0,0,0,1,0,0,0,64,0,111111.1111,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
445,6,28/2/2018 10:53,187643,5,2,53,131,53,0,10.6,23.70232056,131,0,65.5,92.63098834,980.5854735,37.30488214,31273.83333,45302.54853,110148,36,187643,46910.75,49447.49869,110148,953,62628,62628,0,62628,62628,0,0,0,0,112,52,26.64634439,10.65853776,0,131,23,47.4160913,2248.285714,0,0,1,1,0,0,0,1,0,26.28571429,10.6,65.5,0,0,0,0,0,0,5,53,2,131,8192,2240,1,20,0,0,0,0,0,0,0,0,Infilteration
22,6,14/2/2018 2:01,372432,24,22,1960,2665,640,0,81.66666667,134.1973455,976,0,121.1363636,258.6415603,12418.37436,123.5124801,8276.266667,13557.84259,42509,6,371492,16151.82609,20278.58173,67361,147,372423,17734.42857,29486.69321,122511,14,0,0,0,0,776,712,64.44129398,59.07118615,0,976,98.40425532,200.368428,40147.50694,0,0,0,1,0,0,0,0,0,100.5434783,81.66666667,121.1363636,0,0,0,0,0,0,24,1960,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0,SSH-Patator
22,6,4/7/2017 3:10,11951085,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,397.7044762,4.434743791,229828.5577,621836.3704,2456131,4,1.00E+07,501254.8,889658.3336,2517078,576,1.20E+07,385513.2903,771644.7865,2456131,4,0,0,0,0,680,1032,1.757162634,2.677581157,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
21,6,14/2/2018 10:33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
80,6,5/7/2017 9:48,542219,4,2,231,0,231,0,57.75,115.5,0,0,0,0,426.0271219,11.06563953,108443.8,242010.3658,541365,45,542219,180739.6667,312387.8051,541454,248,809,809,0,809,809,0,0,0,0,136,72,7.37709302,3.68854651,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
80,6,6/7/2017 10:40,5069927,4,4,460,1840,460,0,115,230,1840,0,460,920,453.6554471,1.57793199,724275.2857,1885988.001,5000920,4,69007,23002.33333,39060.03203,68102,4,5069799,1689933,2868230.999,5001659,870,0,0,0,0,136,136,0.788965995,0.788965995,0,1840,255.5555556,613.3333333,376177.7778,0,0,0,1,0,0,0,0,1,287.5,115,460,0,0,0,0,0,0,4,460,4,1840,29200,235,1,32,0,0,0,0,0,0,0,0,Web Attack
80,6,7/7/2017 3:56,4421382,4,0,24,0,6,6,6,0,0,0,0,0,5.42816703,0.904694505,1473794,2552042.631,4420639,340,4421382,1473794,2552042.631,4420639,340,0,0,0,0,0,0,0,0,0,80,0,0.904694505,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
21,6,4/7/2017 10:20,47,1,1,0,0,0,0,0,0,0,0,0,0,0,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21276.59574,21276.59574,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0,0,0,0,0,0,0,0,FTP-Patator
80,6,5/7/2017 10:43,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,17,21/2/2018 10:09,119772894,160956,0,5150592,0,32,32,32,0,0,0,0,0,43002.9853,1343.843291,744.1390078,16724.58943,628470,0,120000000,744.1390078,16724.58943,628470,0,0,0,0,0,0,0,0,0,0,1287648,0,1343.843291,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00019881,32,0,0,0,0,0,0,0,160956,5150592,0,0,-1,-1,160955,8,0,0,0,0,0,0,0,0,DDoS
80,17,21/2/2018 10:08,119999863,212082,0,6786624,0,32,32,32,0,0,0,0,0,56555.26457,1767.352018,565.8209033,13685.20682,583250,0,120000000,565.8209033,13685.20682,583250,0,0,0,0,0,0,0,0,0,0,1696656,0,1767.352018,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00015089,32,0,0,0,0,0,0,0,212082,6786624,0,0,-1,-1,212081,8,0,0,0,0,0,0,0,0,DDoS
8080,6,7/7/2017 9:35,57891,1,1,0,0,0,0,0,0,0,0,0,0,0,34.54768444,57891,0,57891,57891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17.27384222,17.27384222,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,237,110,0,32,0,0,0,0,0,0,0,0,Bot
389,6,3/7/2017 8:57,464,10,4,165,326,79,0,16.5,33.01262385,163,0,81.5,94.10809388,1058189.655,30172.41379,35.69230769,28.01899539,101,0,464,51.55555556,53.01205314,163,0,320,106.6666667,100.7488627,223,48,0,0,0,0,336,144,21551.72414,8620.689655,0,163,32.73333333,59.52006464,3542.638095,0,0,0,1,0,0,0,0,0,35.07142857,16.5,81.5,0,0,0,0,0,0,10,165,4,326,29200,2081,3,32,0,0,0,0,0,0,0,0,BENIGN
80,6,5/7/2017 9:48,17057468,4,3,239,0,231,0,59.75,114.2289368,0,0,0,0,14.01145821,0.410377437,2842911.333,6963293.174,1.71E+07,47,1.71E+07,5685796.667,9847509.34,1.71E+07,107,1.71E+07,8528701.5,1.21E+07,1.71E+07,651,0,0,0,0,136,104,0.234501393,0.175876044,0,231,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0,34.14285714,59.75,0,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,716,0,716,716,1.71E+07,0,1.71E+07,1.71E+07,DoS slowloris
80,6,5/7/2017 10:43,20495,3,5,335,11595,335,0,111.6666667,193.4123402,7240,0,2319,3331.638186,582093.1935,390.3391071,2927.857143,4886.765714,10218,4,10022,5011,7080.967307,10018,4,20419,5104.75,5754.649968,10218,85,0,0,0,0,104,168,146.3771652,243.9619419,0,7240,1325.555556,2635.962922,6948300.528,0,0,0,1,0,0,0,0,1,1491.25,111.6666667,2319,0,0,0,0,0,0,3,335,5,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
21,6,14/2/2018 10:33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,FTP-Patator
80,17,21/2/2018 10:09,119688442,122682,0,3925824,0,32,32,32,0,0,0,0,0,32800.36012,1025.011254,975.606997,19498.07513,857342,0,120000000,975.606997,19498.07513,857342,0,0,0,0,0,0,0,0,0,0,981456,0,1025.011254,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00026084,32,0,0,0,0,0,0,0,122682,3925824,0,0,-1,-1,122681,8,0,0,0,0,0,0,0,0,DDoS
80,6,5/7/2017 9:48,44079795,4,3,239,0,231,0,59.75,114.2289368,0,0,0,0,5.421985288,0.158802916,7346632.5,1.80E+07,4.41E+07,57,4.41E+07,1.47E+07,2.54E+07,4.41E+07,235,4.41E+07,2.20E+07,3.12E+07,4.41E+07,846,0,0,0,0,136,104,0.090744524,0.068058393,0,231,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0,34.14285714,59.75,0,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,903,0,903,903,4.41E+07,0,4.41E+07,4.41E+07,DoS slowloris
80,6,6/7/2017 9:18,66,1,1,0,0,0,0,0,0,0,0,0,0,0,30303.0303,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,241,235,0,32,0,0,0,0,0,0,0,0,Web Attack
500,17,23/2/2018 10:16,89479622,6,0,3000,0,500,500,500,0,0,0,0,0,33.52718678,0.067054374,17895924.4,15345163.18,41990372,4000287,89479622,17895924.4,15345163.18,41990372,4000287,0,0,0,0,0,0,0,0,0,48,0,0.067054374,0,500,500,500,0,0,0,0,0,0,0,0,0,0,0,583.3333333,500,0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000287,0,4000287,4000287,21369833.75,15281090.81,41990372,7200352,Web Attack
8080,6,2/3/2018 10:18,11392,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39940.30899,614.4662921,1898.666667,4141.476629,10341,15,617,308.5,371.2310601,571,46,10836,3612,5830.373316,10341,64,0,0,0,0,72,92,263.3426966,351.1235955,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
22,6,14/2/2018 2:01,389506,22,20,1976,2665,640,0,89.81818182,138.0336868,976,0,133.25,268.7712537,11915.09245,107.828891,9500.146341,19151.304,90041,2,389449,18545.19048,26309.36399,90041,196,389503,20500.15789,35043.96099,128066,9,0,0,0,0,712,648,56.48180002,51.34709093,0,976,107.9302326,207.2684474,42960.2093,0,0,0,1,0,0,0,0,0,110.5,89.81818182,133.25,0,0,0,0,0,0,22,1976,20,2665,26883,230,16,32,0,0,0,0,0,0,0,0,SSH-Patator
21,6,4/7/2017 10:19,8675574,9,15,102,188,24,0,11.33333333,9.055385138,34,0,12.53333333,14.54975045,33.42718303,2.766387561,377198.8696,984344.4628,3215806,3,5415694,676961.75,1256060.203,2897674,49,8675467,619676.2143,1215703.149,3215806,3,0,0,0,0,296,488,1.037395335,1.728992226,0,34,11.6,12.52996409,157,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
22,6,4/7/2017 3:11,11908603,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,399.1232221,4.450564017,229011.5962,617385.7399,2436396,3,1.01E+07,502826.05,889295.7856,2488746,374,1.19E+07,384144.1935,765858.3668,2436396,3,0,0,0,0,680,1032,1.763431025,2.687132991,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
445,6,28/2/2018 10:53,175670,3,1,0,0,0,0,0,0,0,0,0,0,0,22.76996641,58556.66667,101212.6945,175427,63,175670,87835,123962.8898,175490,180,0,0,0,0,0,0,0,0,0,72,32,17.07747481,5.692491604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Infilteration
80,6,15/2/2018 9:27,5996711,4,4,329,662,329,0,82.25,164.5,662,0,165.5,331,165.2572552,1.334064623,856673,1865237.355,5002513,7,994198,331399.3333,573538.0257,993664,247,5996704,1998901.333,2648405.635,5002817,536,0,0,0,0,136,136,0.667032312,0.667032312,0,662,110.1111111,233.8174739,54670.61111,0,0,0,1,0,0,0,0,1,123.875,82.25,165.5,0,0,0,0,0,0,4,329,4,662,26883,219,1,32,0,0,0,0,0,0,0,0,DoS GoldenEye
3389,6,28/2/2018 10:52,119144,8,3,677,1953,342,0,84.625,142.430873,1878,0,651,1063.274659,22074.12879,92.32525347,11914.4,12802.78162,33276,0,119144,17020.57143,15185.90763,33276,0,65148,32574,28052.34022,52410,12738,0,0,0,0,172,72,67.14563889,25.17961458,0,1878,219.1666667,535.587839,286854.3333,0,0,1,1,0,0,0,1,0,239.0909091,84.625,651,0,0,0,0,0,0,8,677,3,1953,8192,63376,3,20,0,0,0,0,0,0,0,0,Infilteration
123,17,3/7/2017 9:04,66024007,2,2,96,96,48,48,48,0,48,48,48,0,2.908033134,0.060584024,2.20E+07,3.81E+07,6.60E+07,23581,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,40,40,0.030292012,0.030292012,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23581,0,23581,23581,6.60E+07,0,6.60E+07,6.60E+07,BENIGN
1847,6,7/7/2017 10:04,29,1,1,6,6,6,6,6,0,6,6,6,0,413793.1034,68965.51724,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,258,256,0,20,0,0,0,0,0,0,0,0,Bot
80,6,5/7/2017 9:48,517834,4,2,231,0,231,0,57.75,115.5,0,0,0,0,446.0889011,11.5867247,103566.8,231148.1019,517057,64,517834,172611.3333,298354.1748,517121,181,699,699,0,699,699,0,0,0,0,136,72,7.724483136,3.862241568,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
443,6,28/2/2018 10:52,207,2,0,0,0,0,0,0,0,0,0,0,0,0,9661.835749,207,0,207,207,207,207,0,207,207,0,0,0,0,0,0,0,0,0,40,0,9661.835749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Infilteration
22,6,14/2/2018 2:01,373694,22,20,1960,2665,640,0,89.09090909,137.9533769,976,0,133.25,268.7712537,12376.43634,112.3914219,9114.487805,26578.00666,139065,2,373626,17791.71429,36218.37494,139065,222,373686,19667.68421,50352.2824,178435,26,0,0,0,0,712,648,58.87169716,53.51972469,0,976,107.5581395,207.275329,42963.06202,0,0,0,1,0,0,0,0,0,110.1190476,89.09090909,133.25,0,0,0,0,0,0,22,1960,20,2665,26883,230,16,32,0,0,0,0,0,0,0,0,SSH-Patator
8080,6,2/3/2018 10:18,10705,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42503.50304,653.9000467,1784.166667,3994.764344,9931,0,519,259.5,292.0351006,466,53,10261,3420.333333,5640.81646,9931,0,0,0,0,0,72,92,280.2428772,373.6571695,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
443,6,7/7/2017 1:55,89,1,1,2,6,2,2,2,0,6,6,6,0,89887.64045,22471.91011,89,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,11235.95506,11235.95506,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,6,5/7/2017 2:25,214,2,0,12,0,6,6,6,0,0,0,0,0,56074.76636,9345.794393,214,0,214,214,214,214,0,214,214,0,0,0,0,0,0,0,0,0,40,0,9345.794393,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,DoS slowloris
80,6,5/7/2017 10:43,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
80,6,5/7/2017 9:48,510596,4,2,231,0,231,0,57.75,115.5,0,0,0,0,452.4124748,11.75097337,102119.2,227897.77,509795,23,510596,170198.6667,294154.5058,509859,239,778,778,0,778,778,0,0,0,0,136,72,7.833982248,3.916991124,0,231,33,87.30979327,7623,0,0,0,1,0,0,0,0,0,38.5,57.75,0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0,0,0,0,0,0,0,0,DoS slowloris
80,17,21/2/2018 10:10,119855701,107237,0,3431584,0,32,32,32,0,0,0,0,0,28630.96183,894.7175571,1117.681571,21476.58638,936177,0,120000000,1117.681571,21476.58638,936177,0,0,0,0,0,0,0,0,0,0,857896,0,894.7175571,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.0002984,32,0,0,0,0,0,0,0,107237,3431584,0,0,-1,-1,107236,8,0,0,0,0,0,0,0,0,DDoS
80,6,5/7/2017 10:43,33328,3,6,373,11595,373,0,124.3333333,215.3516504,8688,0,1932.5,3384.303045,359097.4556,270.0432069,4166,8095.883416,21854,2,11018,5509,7782.417234,11012,6,33269,6653.8,9701.214677,21854,70,0,0,0,0,104,200,90.0144023,180.0288046,0,8688,1196.8,2697.544142,7276744.4,0,0,0,1,0,0,0,0,2,1329.777778,124.3333333,1932.5,0,0,0,0,0,0,3,373,6,11595,29200,235,1,32,0,0,0,0,0,0,0,0,DoS Hulk
80,17,21/2/2018 10:09,119509076,189146,0,6052672,0,32,32,32,0,0,0,0,0,50646.12833,1582.69151,631.8384097,14707.51216,655921,0,120000000,631.8384097,14707.51216,655921,0,0,0,0,0,0,0,0,0,0,1513168,0,1582.69151,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00016918,32,0,0,0,0,0,0,0,189146,6052672,0,0,-1,-1,189145,8,0,0,0,0,0,0,0,0,DDoS
22,6,4/7/2017 3:10,12378090,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,383.9849282,4.362547049,233548.8679,644151.5864,2494834,3,9842995,468714.0476,858281.2652,2401278,273,1.24E+07,399289.0323,806867.188,2494834,3,0,0,0,0,712,1032,1.777333983,2.585213066,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,17,21/2/2018 10:09,119638783,140121,0,4483872,0,32,32,32,0,0,0,0,0,37478.41534,1171.200479,853.8308807,17622.54342,621422,0,120000000,853.8308807,17622.54342,621422,0,0,0,0,0,0,0,0,0,0,1120968,0,1171.200479,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,32.00022837,32,0,0,0,0,0,0,0,140121,4483872,0,0,-1,-1,140120,8,0,0,0,0,0,0,0,0,DDoS
8080,6,2/3/2018 10:18,10243,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44420.57991,683.393537,1707.166667,3743.045413,9341,20,490,245,275.7716447,440,50,9823,3274.333333,5255.621593,9341,106,0,0,0,0,72,92,292.8829444,390.5105926,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot
22,6,14/2/2018 2:01,373908,22,22,1960,2665,640,0,89.09090909,137.9533769,976,0,121.1363636,258.6415603,12369.35289,117.6760059,8695.534884,24814.42092,113638,3,373862,17802.95238,34398.2428,113638,122,373903,17804.90476,44401.20962,150712,11,0,0,0,0,712,712,58.83800293,58.83800293,0,976,102.7777778,203.7465994,41512.67677,0,0,0,1,0,0,0,0,1,105.1136364,89.09090909,121.1363636,0,0,0,0,0,0,22,1960,22,2665,26883,230,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,6,5/7/2017 11:10,14544183,5,5,408,3525,408,0,81.6,182.463147,2077,0,705,990.6447396,270.4173896,0.687560106,1616020.333,3401277.079,9542321,28,9544454,2386113.5,4771592.338,9543502,93,1.45E+07,3636038.75,4589218.177,9542321,125,0,0,0,0,168,168,0.343780053,0.343780053,0,2077,357.5454545,719.0876669,517087.0727,0,0,0,1,0,0,0,0,1,393.3,81.6,705,0,0,0,0,0,0,5,408,5,3525,29200,235,1,32,738,0,738,738,9542321,0,9542321,9542321,DoS GoldenEye
